,sub,r2_actual_vs_model,r2_actual_vs_avg,r2_model_increase_from_avg
0,13.0,-1.386546911912835,-1.843607398970474,0.4570604870576389
1,14.0,-0.1260480459214124,-0.006052371541502177,-0.11999567437991021
2,17.0,0.0,0.0,0.0
3,29.0,0.0,0.0,0.0
4,44.0,-0.31038075390138364,-0.953514739229026,0.6431339853276423
5,60.0,-2.0378183689220477,-2.0378183689220477,0.0
6,73.0,-0.12395867941517458,-1.8219449626766249e-06,-0.1239568574702119
7,77.0,-7.197349428176992e+30,-3.403672530078404e+30,-3.793676898098588e+30
8,94.0,0.0,0.0,0.0
9,95.0,-0.045091161527683,-0.08537093915133842,0.04027977762365542
10,105.0,-0.06649773356837052,-0.06649773356837052,0.0
11,108.0,0.0,0.0,0.0
12,110.0,-0.9358398437499997,-0.9358398437499997,0.0
13,140.0,-0.9097650543875171,-0.41098022460937567,-0.4987848297781414
14,1117.0,-0.2400793650793649,-0.2400793650793649,0.0
15,1132.0,-0.14433072311201656,-0.10937500000000022,-0.034955723112016335
16,1136.0,-7.187843974761498e+28,-4.539729669374784e+28,-2.648114305386714e+28
17,1158.0,-2.0191932682548903,-0.7720052083333337,-1.2471880599215566
18,1166.0,-3.963535473642489,-3.963535473642489,0.0
19,1173.0,-0.7275000309245083,-0.051165607023917925,-0.6763344239005904
20,1203.0,-0.2954398450493487,-0.19443281939545365,-0.10100702565389508
21,1207.0,0.0,0.0,0.0
22,1238.0,-10.530914499946793,-6.075000000000003,-4.45591449994679
23,1243.0,0.0,0.0,0.0
24,1261.0,-0.0031250000000000444,-0.0031250000000000444,0.0
25,1264.0,0.032580131050563454,-0.0017969852231380923,0.03437711627370155
26,1269.0,0.0,0.0,0.0
27,1271.0,-1.18639389239749,-0.20451084337349368,-0.9818830490239963
28,1283.0,0.0,0.0,0.0
29,1284.0,-1.0288636733561371e+28,-2.1107082964739183e+27,-8.177928437087453e+27
30,1288.0,-1.0470392696068678,-0.26476629625087744,-0.7822729733559903
31,1308.0,-0.7169152120084585,-0.39947213703646,-0.31744307497199853
32,1319.0,-2.0831153358809673,-0.02914931588340286,-2.0539660199975645
33,1323.0,-0.31353717301399153,-0.09148180024473218,-0.22205537276925935
34,1338.0,0.02194015284952422,-0.34952741020793976,0.371467563057464
