"","pc_commute.1","pc_active_mobility.1","pc_cloud_cover_std.1","pc_weather_means.1","pc_temp_humidity_std.1","pc_dew_point.1","pc_dew_point_std.1","pc_temp.1","pc_phq2.1"
"pc_commute",0.559449610166596,0.00143456838637772,-0.00793475543654056,-0.0295045859246555,0.00392729435012032,0.00118544793106842,-0.00790627442141489,0.0521377779872927,0.00261987492272083
"pc_active_mobility",-0.192005956481633,0.232968785544074,-0.00314166240975421,0.0273575722005249,0.0197852797627132,-0.00386385959516107,-0.0950033840764942,-0.0845888459987124,0.00547107799894996
"pc_cloud_cover_std",-0.0272294062404811,0.00847762109736694,0.192013656748856,0.0111398444780638,0.0179391864644742,0.00376757947072706,-0.00788071689681827,0.070493589502926,-0.0203668682030427
"pc_weather_means",-0.0103275517664496,-0.0107969768008701,-0.00962918178998023,0.219102307101605,-0.00929375583724256,0.00169857045789365,0.0178875145634545,0.0314523812804882,-0.00098292249885881
"pc_temp_humidity_std",-0.0153055018927167,-0.00231692956738858,0.0408893189983087,0.0154821430688811,0.142074095308342,0.00139361137631145,-0.0057659862750403,0.0191193271909886,0.000276513507072305
"pc_dew_point",0.0395378110905457,-0.00699713694897103,0.0128616979456144,-0.00509577878310915,0.0221173255351963,0.181635263440084,-0.00972712595153955,0.0710335010103845,-0.00251218079120143
"pc_dew_point_std",-0.150598639070158,0.0458057055165015,0.0017155691749402,0.0136708361051725,0.0172095989452575,-0.0018608904931646,0.109994773300172,-0.149774250991454,0.000283027406200937
"pc_temp",-0.0128882678897861,0.0365472503455217,-0.00813936017136742,0.00746719787184185,0.00494976133633181,-0.023883007538036,-0.0561333083536929,0.760088820298309,0.00207032038203103
"pc_phq2",0.0011427884747186,0.0133041876361524,0.0388672233997728,-0.00952598468262962,0.0226074634861848,-0.0148826584375051,0.00874970274134353,0.0503359495572453,0.0807918794373876
