"ROW_ID","ROW_VERSION","participant_id","dt_response","week","happ_bh","happ_f","happ_fts","happ_inc","happ_ir","happ_iw","happ_m","happ_mdi","happ_mh","happ_o","happ_o_description"
"14154","10","BLUE-00048","2014-08-01 11:00:09+00:00","3","0","1","0","0","0","0","0","0","1","0","0"
"14155","10","BLUE-00049","2014-08-01 16:31:58+00:00","1","1","0","0","0","0","1","0","0","0","0","0"
"14156","10","BLUE-00050","2014-08-09 02:31:06+00:00","1","1","0","0","0","0","1","0","1","0","0","0"
"14157","10","BLUE-00050","2014-09-09 01:21:29+00:00","6","1","0","0","0","0","0","0","1","0","0","0"
"14158","10","BLUE-00050","2014-11-02 17:16:22+00:00","14","1","0","0","0","0","0","1","0","0","0","0"
"14159","10","BLUE-00051","2014-08-05 17:34:51+00:00","1","1","0","0","0","0","0","1","0","0","0","0"
"14160","10","BLUE-00051","2014-09-01 13:15:58+00:00","5","1","0","0","0","0","0","1","0","1","0","0"
"14161","10","BLUE-00051","2014-09-29 19:09:32+00:00","9","1","0","0","0","0","0","1","0","0","0","0"
"14162","10","BLUE-00051","2014-10-27 15:17:52+00:00","13","1","0","0","0","0","0","0","0","0","0","0"
"14163","10","BLUE-00052","2014-08-04 21:28:34+00:00","0","1","0","0","0","0","0","1","1","1","0","0"
"14164","10","BLUE-00052","2014-09-01 18:09:34+00:00","4","0","0","0","0","0","0","0","0","1","0","0"
"14165","10","BLUE-00052","2014-09-29 16:29:29+00:00","8","1","0","0","0","1","0","1","1","1","0","0"
"14166","10","BLUE-00052","2014-10-27 16:28:12+00:00","12","1","0","0","0","1","0","1","1","1","1","Mental Health through new technologies now available by cell phone apps"
"14167","10","BLUE-00053","2014-08-05 07:49:59+00:00","1","1","0","0","0","1","0","1","1","1","0","0"
"14168","10","BLUE-00053","2014-09-01 23:29:30+00:00","4","0","0","0","0","1","0","1","1","1","0","0"
"14169","10","BLUE-00053","2014-09-29 23:44:22+00:00","8","1","0","0","0","0","0","1","0","1","1","Addiction"
"14170","10","BLUE-00053","2014-10-27 16:03:02+00:00","12","0","0","0","0","1","0","1","1","1","0","0"
"14171","10","BLUE-00054","2014-08-07 19:53:41+00:00","1","0","0","0","0","1","1","1","1","1","0","0"
"14172","10","BLUE-00054","2014-09-04 21:16:03+00:00","5","0","0","0","0","0","1","1","1","1","0","0"
"14173","10","BLUE-00054","2014-10-02 22:36:09+00:00","9","0","1","0","0","1","1","1","1","1","0","0"
"14174","10","BLUE-00054","2014-10-30 21:26:50+00:00","13","0","0","0","0","0","0","1","1","1","0","0"
"14175","10","BLUE-00055","2014-08-08 16:19:34+00:00","1","0","0","1","0","0","0","0","0","0","1","UCSF study"
"14176","10","BLUE-00055","2014-09-05 16:30:17+00:00","5","0","0","0","0","0","0","0","0","1","0","0"
"14177","10","BLUE-00055","2014-10-03 20:14:02+00:00","9","0","0","0","0","0","0","0","0","0","1","0"
"14178","10","BLUE-00055","2014-10-31 14:20:13+00:00","13","0","0","0","1","0","0","0","0","0","1","Amazon giftcard"
"14179","10","BLUE-00058","2014-08-16 07:54:09+00:00","1","0","0","0","0","1","1","0","1","1","0","0"
"14180","10","BLUE-00060","2014-08-17 20:53:19+00:00","1","0","0","0","0","0","0","0","0","1","0","0"
"14181","10","BLUE-00060","2014-09-14 14:33:26+00:00","5","0","0","0","0","0","0","1","0","1","0","0"
"14182","10","BLUE-00062","2014-08-14 23:13:30+00:00","0","1","0","0","0","1","1","1","1","1","0","0"
"14183","10","BLUE-00062","2014-09-11 16:09:57+00:00","4","1","0","0","0","1","1","1","1","1","1","to aid in my studies and my future"
"14184","10","BLUE-00062","2014-10-10 05:29:16+00:00","9","0","0","0","0","1","1","1","1","1","1","to improve school"
"14185","10","BLUE-00063","2014-08-16 15:50:48+00:00","1","0","0","0","0","0","0","1","1","1","0","0"
"14186","10","BLUE-00063","2014-09-15 03:14:51+00:00","5","0","0","0","0","0","0","1","1","1","0","0"
"14187","10","BLUE-00063","2014-10-11 17:29:35+00:00","9","0","0","0","0","0","0","1","1","0","0","0"
"14188","10","BLUE-00064","2014-08-15 23:12:50+00:00","0","0","0","0","0","0","0","1","0","1","0","0"
"14189","10","BLUE-00064","2014-09-12 17:37:08+00:00","4","0","0","0","0","0","0","1","0","1","0","0"
"14190","10","BLUE-00064","2014-10-10 16:43:30+00:00","8","0","0","0","0","0","0","1","0","1","0","0"
"14191","10","BLUE-00064","2014-11-07 17:27:36+00:00","12","0","1","0","0","0","0","1","0","1","0","0"
"14192","10","BLUE-00065","2014-08-28 23:07:59+00:00","2","0","0","0","0","0","0","0","1","0","0","0"
"14193","10","BLUE-00065","2014-09-25 15:21:16+00:00","6","0","0","0","0","0","0","1","1","0","0","0"
"14194","10","BLUE-00065","2014-10-23 22:08:25+00:00","10","1","0","0","0","0","0","0","1","0","0","0"
"14195","10","BLUE-00065","2014-11-20 21:23:30+00:00","14","1","0","0","0","0","0","0","1","0","0","0"
"14196","10","BLUE-00066","2014-09-10 14:26:48+00:00","4","1","1","0","0","1","1","1","1","1","0","0"
"14197","10","BLUE-00066","2014-09-18 22:18:54+00:00","5","1","1","0","0","1","1","1","1","1","1","Interest"
"14198","10","BLUE-00066","2014-10-16 15:52:03+00:00","9","1","1","0","0","1","1","1","1","1","0","0"
"14199","10","BLUE-00066","2014-11-13 17:50:36+00:00","13","1","0","0","0","1","1","1","1","1","0","0"
"14200","10","BLUE-00067","2014-08-19 18:53:59+00:00","0","0","1","0","0","0","0","1","0","0","0","0"
"14201","10","BLUE-00067","2014-09-17 03:42:09+00:00","5","0","1","0","0","0","0","0","0","1","0","0"
"14202","10","BLUE-00067","2014-10-14 16:01:32+00:00","8","0","1","0","0","0","0","1","0","0","0","0"
"14203","10","BLUE-00067","2014-11-12 06:12:59+00:00","13","0","1","0","0","0","0","1","0","0","0","0"
"14204","10","BLUE-00070","2014-08-28 12:43:19+00:00","1","0","0","1","0","0","0","0","0","0","1","Research participant"
"14205","10","BLUE-00070","2014-09-25 15:36:12+00:00","5","0","0","0","0","0","0","0","0","1","0","0"
"14206","10","BLUE-00070","2014-10-23 15:06:05+00:00","9","0","0","0","0","0","0","1","0","1","1","Study"
"14207","10","BLUE-00070","2014-11-20 18:35:41+00:00","13","0","0","0","0","0","0","0","0","1","1","Study"
"14208","10","BLUE-00072","2014-09-03 20:41:48+00:00","1","0","0","1","0","0","0","0","0","0","1","Part of a study"
"14209","10","BLUE-00072","2014-10-01 17:05:13+00:00","5","0","0","1","0","0","0","0","0","0","1","Part of a study"
"14210","10","BLUE-00072","2014-10-29 16:04:54+00:00","9","0","0","1","0","0","0","0","0","0","1","Part of a study"
"14211","10","BLUE-00072","2014-11-27 16:41:55+00:00","13","0","0","0","0","0","0","0","0","0","1","0"
"14212","10","BLUE-00074","2014-09-12 00:05:39+00:00","1","1","1","0","0","1","1","1","1","1","0","0"
"14213","10","BLUE-00077","2014-09-13 21:44:21+00:00","1","0","0","0","0","1","0","1","0","1","0","0"
"14214","10","BLUE-00077","2014-10-11 13:02:11+00:00","5","0","0","0","0","0","0","1","1","1","0","0"
"14215","10","BLUE-00077","2014-11-08 14:17:30+00:00","9","0","0","0","0","0","0","0","0","1","0","0"
"14216","10","BLUE-00077","2014-12-06 17:07:58+00:00","13","0","0","0","0","0","0","1","0","1","0","0"
"14217","10","BLUE-00079","2014-09-15 15:27:24+00:00","1","0","1","0","0","1","1","0","0","1","0","0"
"14218","10","BLUE-00079","2014-10-11 13:05:04+00:00","4","0","1","0","0","1","1","0","1","1","0","0"
"14219","10","BLUE-00079","2014-11-08 17:23:53+00:00","8","1","1","0","0","1","1","1","1","1","1","Social connection"
"14220","10","BLUE-00079","2014-12-06 14:14:41+00:00","12","0","1","0","0","1","0","1","1","1","1","Self motivation and advancement"
"14221","10","BLUE-00082","2014-09-30 17:36:35+00:00","1","1","0","0","0","1","1","1","1","1","0","0"
"14222","10","BLUE-00084","2014-09-27 00:20:42+00:00","1","0","0","1","0","0","0","0","0","0","1","For study group"
"14223","10","BLUE-00086","2014-09-27 17:52:26+00:00","1","0","0","0","0","0","1","0","0","0","0","0"
"14224","10","BLUE-00086","2014-10-25 22:05:51+00:00","5","0","0","0","0","0","1","0","0","0","0","0"
"14225","10","BLUE-00086","2014-11-22 15:33:24+00:00","9","0","0","1","0","0","0","0","0","0","1","Study participant"
"14226","10","BLUE-00086","2014-12-21 23:09:23+00:00","13","0","0","0","0","0","1","0","0","0","0","0"
"14227","10","BLUE-00088","2014-09-29 17:56:34+00:00","1","0","0","0","0","0","1","0","0","1","0","0"
"14228","10","BLUE-00088","2014-10-27 14:33:20+00:00","5","0","0","0","0","0","0","0","0","1","0","0"
"14229","10","BLUE-00090","2014-09-30 14:30:14+00:00","1","0","0","0","0","0","0","0","0","1","0","0"
"14230","10","BLUE-00090","2014-10-28 15:28:38+00:00","5","0","0","0","0","0","0","0","0","1","0","0"
"14231","10","BLUE-00090","2014-11-25 20:28:57+00:00","9","0","0","0","0","0","0","0","0","1","0","0"
"14232","10","BLUE-00090","2014-12-24 00:24:50+00:00","13","0","0","0","0","1","0","0","1","1","0","0"
"14233","10","BLUE-00092","2014-09-29 16:10:14+00:00","1","1","0","0","0","0","0","1","1","1","0","0"
"14234","10","BLUE-00092","2014-10-27 13:07:02+00:00","5","0","0","0","0","0","0","0","0","1","0","0"
"14235","10","BLUE-00092","2014-11-24 16:44:00+00:00","9","0","0","0","0","0","0","0","0","1","0","0"
"14236","10","BLUE-00092","2014-12-22 15:02:59+00:00","13","0","0","0","0","0","0","0","0","1","0","0"
"14237","10","BLUE-00093","2014-09-29 16:23:45+00:00","1","0","0","0","0","0","0","1","0","0","0","0"
"14238","10","BLUE-00093","2014-10-27 16:12:54+00:00","5","0","0","0","0","0","0","0","0","1","0","0"
"14239","10","BLUE-00093","2014-11-24 15:29:37+00:00","9","0","0","0","0","0","0","0","0","1","0","0"
"14240","10","BLUE-00093","2014-12-22 18:27:35+00:00","13","0","0","0","0","0","0","0","0","1","0","0"
"14241","10","BLUE-00094","2014-09-29 17:07:28+00:00","1","1","0","0","0","1","0","0","1","1","0","0"
"14242","10","BLUE-00094","2014-10-27 16:05:50+00:00","5","1","1","0","0","0","0","1","1","1","0","0"
"14243","10","BLUE-00094","2014-11-24 17:08:15+00:00","9","1","0","0","0","0","0","0","1","1","0","0"
"14244","10","BLUE-00094","2014-12-23 23:49:58+00:00","13","0","0","0","0","0","0","1","1","1","0","0"
"14245","10","BLUE-00095","2014-09-30 09:10:36+00:00","1","1","0","0","0","0","1","1","0","0","0","0"
"14246","10","BLUE-00096","2014-10-08 14:31:12+00:00","2","0","0","0","0","0","0","1","0","1","0","0"
"14247","10","BLUE-00096","2014-10-28 13:37:49+00:00","5","0","0","0","0","0","0","1","1","0","0","0"
"14248","10","BLUE-00096","2014-11-25 16:06:44+00:00","9","0","0","0","0","0","0","1","1","0","0","0"
"14249","10","BLUE-00097","2014-09-30 18:42:33+00:00","1","0","0","0","0","0","0","0","0","1","0","0"
"14250","10","BLUE-00097","2014-10-29 00:44:20+00:00","5","0","0","0","0","0","0","1","0","0","0","0"
"14251","10","BLUE-00099","2014-09-30 22:07:39+00:00","1","0","0","0","0","0","0","0","1","1","0","0"
"14252","10","BLUE-00100","2014-10-03 01:50:58+00:00","1","0","0","0","0","1","0","0","0","0","0","0"
"14253","10","BLUE-00101","2014-10-04 16:14:03+00:00","1","0","0","1","0","0","1","1","0","0","1","Required by UCSF study"
"14254","10","BLUE-00102","2014-10-05 04:34:18+00:00","1","1","0","0","0","0","0","1","0","1","0","0"
"14255","10","BLUE-00102","2014-11-02 15:42:11+00:00","5","0","0","0","0","0","0","0","1","1","0","0"
"14256","10","BLUE-00102","2014-11-30 18:05:04+00:00","9","0","0","0","0","0","0","0","1","1","0","0"
"14257","10","BLUE-00102","2014-12-28 21:28:27+00:00","13","0","0","0","0","0","0","0","1","1","0","0"
"14258","10","BLUE-00104","2014-10-04 19:16:59+00:00","1","0","0","0","0","0","0","1","0","0","0","0"
"14259","10","BLUE-00104","2014-11-02 16:04:00+00:00","5","0","0","0","0","0","0","0","1","1","0","0"
"14260","10","BLUE-00104","2014-11-29 21:42:29+00:00","9","0","0","0","0","0","0","0","1","1","0","0"
"14261","10","BLUE-00104","2014-12-27 19:54:16+00:00","13","0","0","0","0","0","0","0","0","0","1","Aid personal growth"
"14262","10","BLUE-00105","2014-10-06 11:29:04+00:00","1","0","0","0","0","0","0","0","0","0","1","Brighten Study"
"14263","10","BLUE-00105","2014-11-03 15:02:43+00:00","5","0","0","0","0","0","0","0","0","1","0","0"
"14264","10","BLUE-00105","2014-12-02 02:05:40+00:00","9","1","0","0","0","0","0","0","1","1","0","0"
"14265","10","BLUE-00105","2014-12-30 01:28:16+00:00","13","0","0","0","0","0","0","0","0","1","0","0"
"14266","10","BLUE-00106","2014-10-07 23:36:26+00:00","1","1","1","0","0","1","1","1","1","1","0","0"
"14267","10","BLUE-00107","2014-10-08 19:04:02+00:00","1","1","0","0","0","0","0","1","1","1","0","0"
"14268","10","BLUE-00107","2014-11-05 16:18:03+00:00","5","1","0","0","0","0","1","1","1","1","0","0"
"14269","10","BLUE-00107","2014-12-05 01:38:15+00:00","9","0","0","0","0","0","0","1","1","1","0","0"
"14270","10","BLUE-00108","2014-10-08 03:44:34+00:00","1","0","0","1","0","0","0","0","0","0","1","Ucsf research study"
"14271","10","BLUE-00110","2014-10-09 03:00:02+00:00","1","0","0","1","0","0","0","0","0","0","1","Part of a study"
"14272","10","BLUE-00111","2014-10-10 14:09:59+00:00","1","1","0","0","0","1","1","1","1","1","1","Study"
"14273","10","BLUE-00111","2014-11-10 03:05:41+00:00","5","0","0","0","0","0","0","1","0","0","0","0"
"14274","10","BLUE-00112","2014-10-09 17:23:41+00:00","1","1","1","0","0","1","1","1","1","0","0","0"
"14275","10","BLUE-00112","2014-11-06 15:32:00+00:00","5","0","0","0","0","1","0","0","0","0","0","0"
"14276","10","BLUE-00113","2014-10-09 16:29:15+00:00","1","0","0","1","1","0","0","0","0","0","1","Craigslist paid study"
"14277","10","BLUE-00113","2014-11-06 18:51:20+00:00","5","0","0","1","0","0","0","0","0","0","1","Pd study"
"14278","10","BLUE-00113","2014-12-05 14:36:14+00:00","9","0","0","1","0","0","0","0","0","0","1","Part of a ""study"""
"14279","10","BLUE-00114","2014-10-12 03:42:25+00:00","1","1","1","0","0","1","0","0","0","1","1","research"
"14280","10","BLUE-00115","2014-10-09 22:42:04+00:00","0","0","0","0","0","0","0","0","0","0","1","Research"
"14281","10","BLUE-00115","2014-11-06 15:06:01+00:00","4","0","0","1","0","0","0","0","0","0","1","Market research assignment"
"14282","10","BLUE-00115","2014-12-04 15:03:08+00:00","8","0","0","1","0","0","0","0","0","0","1","Research study"
"14283","10","BLUE-00115","2015-01-01 19:32:29+00:00","12","0","0","0","0","0","0","1","0","0","0","0"
"14284","10","BLUE-00119","2014-10-11 16:14:12+00:00","1","0","0","0","0","0","0","1","1","1","0","0"
"14285","10","BLUE-00119","2014-11-08 16:10:26+00:00","5","0","0","0","0","0","0","0","0","1","0","0"
"14286","10","BLUE-00119","2014-12-06 17:15:54+00:00","9","0","0","0","0","0","0","1","0","1","0","0"
"14287","10","BLUE-00119","2015-01-03 14:40:42+00:00","13","0","0","0","0","0","0","1","0","1","0","0"
"14288","10","BLUE-00120","2014-10-14 10:53:20+00:00","1","0","0","0","0","0","1","1","0","0","0","0"
"14289","10","BLUE-00121","2014-10-14 15:40:34+00:00","1","0","1","0","0","0","0","1","1","0","0","0"
"14290","10","BLUE-00122","2014-10-15 22:13:37+00:00","1","1","1","0","0","1","0","0","0","1","0","0"
"14291","10","BLUE-00122","2014-11-12 14:10:56+00:00","5","1","1","0","0","0","0","0","0","0","0","0"
"14292","10","BLUE-00122","2014-12-10 14:08:28+00:00","9","1","0","0","0","0","0","0","0","0","0","0"
"14293","10","BLUE-00122","2015-01-08 00:35:36+00:00","13","1","0","0","0","0","0","0","0","0","0","0"
"14294","10","BLUE-00123","2014-10-18 03:34:37+00:00","1","0","0","0","0","0","0","1","0","1","0","0"
"14295","10","BLUE-00123","2014-11-12 03:33:55+00:00","5","0","0","0","0","0","0","0","0","1","0","0"
"14296","10","BLUE-00125","2014-10-14 13:07:26+00:00","1","1","1","0","0","1","0","1","1","1","0","0"
"14297","10","BLUE-00125","2014-11-11 19:57:27+00:00","5","0","0","0","0","0","0","1","1","1","0","0"
"14298","10","BLUE-00125","2014-12-09 15:07:24+00:00","9","0","0","0","0","0","0","0","0","1","0","0"
"14299","10","BLUE-00125","2015-01-06 15:43:10+00:00","13","0","0","0","0","0","0","0","0","1","0","0"
"14300","10","BLUE-00126","2014-10-14 16:07:36+00:00","1","1","0","0","0","0","0","1","1","1","0","0"
"14301","10","BLUE-00126","2014-11-11 16:05:27+00:00","5","1","0","0","1","0","0","1","1","1","1","$, gIft cards"
"14302","10","BLUE-00127","2014-10-15 05:38:14+00:00","1","0","0","0","0","1","1","1","1","1","0","0"
"14303","10","BLUE-00128","2014-10-14 11:37:55+00:00","1","0","0","0","1","0","0","0","0","0","1","Being paid"
"14304","10","BLUE-00129","2014-10-14 13:05:44+00:00","1","0","0","0","0","0","0","0","0","0","1","0"
"14305","10","BLUE-00129","2014-11-11 16:04:18+00:00","5","0","0","1","0","0","0","0","0","1","1","To be a part of the study"
"14306","10","BLUE-00132","2014-10-18 20:00:14+00:00","1","1","0","0","0","0","1","1","0","1","0","0"
"14307","10","BLUE-00133","2014-10-19 18:10:20+00:00","1","1","0","0","0","0","0","0","0","1","1","Weight control"
"14308","10","BLUE-00133","2014-11-17 04:17:34+00:00","5","0","0","0","0","0","0","0","0","1","0","0"
"14309","10","BLUE-00134","2014-10-31 15:32:38+00:00","1","0","0","0","0","0","0","0","0","1","0","0"
"14310","10","BLUE-00135","2014-10-31 12:04:26+00:00","1","1","1","0","0","1","1","0","0","0","0","0"
"14311","10","BLUE-00142","2014-11-05 19:51:05+00:00","1","0","0","0","0","0","0","0","0","1","0","0"
"14312","10","BLUE-00144","2014-11-12 16:05:32+00:00","1","1","0","0","0","1","1","1","1","1","0","0"
"14313","10","BLUE-00146","2014-11-14 23:44:08+00:00","0","0","0","0","0","0","0","0","0","1","0","0"
"14314","10","BLUE-00147","2014-11-16 00:53:22+00:00","1","1","0","0","0","0","0","1","1","1","0","0"
"14315","10","BLUE-00148","2014-11-16 02:06:24+00:00","1","0","0","0","0","0","0","1","0","1","0","0"
"14316","10","BLUE-00148","2014-12-14 15:00:46+00:00","5","0","0","0","0","0","0","0","1","1","0","0"
"14317","10","BLUE-00148","2015-01-11 18:02:38+00:00","9","0","0","0","0","0","0","0","0","1","0","0"
"14318","10","BLUE-00148","2015-02-08 18:28:14+00:00","13","0","0","0","0","0","0","0","1","1","0","0"
"14319","10","BLUE-00149","2014-11-19 04:49:25+00:00","1","0","0","0","0","1","0","1","0","1","0","0"
"14320","10","BLUE-00149","2014-12-17 14:38:32+00:00","5","0","0","0","0","0","0","0","0","1","0","0"
"14321","10","BLUE-00149","2015-01-15 01:31:16+00:00","9","0","0","0","0","1","1","1","1","1","0","0"
"14322","10","BLUE-00150","2014-11-24 21:30:18+00:00","1","0","0","0","0","0","0","0","0","0","1","Brighten Study"
"14323","10","BLUE-00152","2014-11-27 14:04:50+00:00","1","0","0","0","0","0","0","1","0","0","0","0"
"14324","10","BLUE-00154","2014-12-03 15:11:00+00:00","1","0","0","0","0","0","0","1","1","0","0","0"
"14325","10","BLUE-00157","2014-12-02 14:56:03+00:00","1","1","0","0","0","1","1","1","1","0","0","0"
"14326","10","BLUE-00158","2014-12-02 06:19:13+00:00","1","0","1","0","0","0","0","0","0","0","0","0"
"14327","10","BLUE-00159","2014-12-02 15:03:09+00:00","1","0","0","0","0","1","1","1","1","1","0","0"
"14328","10","BLUE-00159","2014-12-30 20:15:03+00:00","5","0","0","0","0","0","1","1","1","1","0","0"
"14329","10","BLUE-00159","2015-01-27 15:09:38+00:00","9","0","0","0","0","0","1","0","0","1","0","0"
"14330","10","BLUE-00159","2015-02-25 11:45:35+00:00","13","0","0","0","0","0","0","0","0","1","0","0"
"14331","10","BLUE-00162","2014-12-02 08:20:22+00:00","1","1","0","0","0","1","0","0","1","0","0","0"
"14332","10","BLUE-00162","2014-12-30 18:11:14+00:00","5","0","0","0","0","0","0","0","1","0","0","0"
"14333","10","BLUE-00162","2015-01-27 17:08:16+00:00","9","1","0","0","0","0","0","0","1","0","0","0"
"14334","10","BLUE-00162","2015-02-24 17:23:42+00:00","13","0","0","0","0","0","0","0","1","0","0","0"
"14335","10","BLUE-00164","2014-12-04 12:36:27+00:00","1","0","0","0","0","0","0","0","0","0","1","Part of the Survey"
"14336","10","BLUE-00164","2015-01-02 13:42:15+00:00","5","0","0","1","0","0","0","0","0","0","1","Part of study"
"14337","10","BLUE-00165","2014-12-04 20:01:53+00:00","1","0","0","1","0","0","0","0","0","1","1","For the purpose of this study"
"14338","10","BLUE-00165","2015-01-02 15:10:21+00:00","5","0","0","0","0","0","0","1","1","0","0","0"
"14339","10","BLUE-00165","2015-01-29 14:00:49+00:00","9","0","0","0","0","0","0","0","0","1","0","0"
"14340","10","BLUE-00165","2015-02-26 14:03:06+00:00","13","1","0","0","0","0","0","0","0","0","0","0"
"14341","10","BLUE-00166","2014-12-03 22:37:14+00:00","1","0","0","0","0","0","0","0","0","1","0","0"
"14342","10","BLUE-00168","2014-12-05 03:18:22+00:00","1","0","1","0","0","0","0","0","0","1","0","0"
"14343","10","BLUE-00168","2015-01-02 15:19:16+00:00","5","0","0","0","0","0","0","0","0","1","0","0"
"14344","10","BLUE-00168","2015-01-30 15:03:23+00:00","9","0","0","0","0","0","0","0","0","1","0","0"
"14345","10","BLUE-00168","2015-02-27 15:22:03+00:00","13","0","0","0","0","0","0","0","0","1","0","0"
"14346","10","BLUE-00169","2014-12-05 13:05:56+00:00","1","1","1","0","0","1","1","1","1","1","0","0"
"14347","10","BLUE-00170","2014-12-06 13:12:49+00:00","1","0","0","0","0","0","0","0","0","1","0","0"
"14348","10","BLUE-00170","2015-01-03 14:19:20+00:00","5","0","1","0","0","1","0","1","1","1","0","0"
"14349","10","BLUE-00170","2015-01-31 15:20:37+00:00","9","0","0","0","0","1","0","1","0","1","0","0"
"14350","10","BLUE-00170","2015-02-28 15:59:22+00:00","13","0","1","0","0","1","1","0","1","1","0","0"
"14351","10","BLUE-00172","2014-12-05 20:14:56+00:00","1","1","1","0","0","1","0","1","0","1","0","0"
"14352","10","BLUE-00172","2015-01-02 19:54:09+00:00","5","0","0","0","0","0","0","1","0","0","0","0"
"14353","10","BLUE-00172","2015-01-31 03:37:32+00:00","9","0","0","0","0","0","0","0","1","0","0","0"
"14354","10","BLUE-00172","2015-02-27 16:27:33+00:00","13","0","0","0","0","0","0","0","1","0","0","0"
"14355","10","BLUE-00173","2014-12-05 18:37:36+00:00","1","0","0","0","0","0","0","0","0","0","1","Health"
"14356","10","BLUE-00174","2014-12-10 18:11:33+00:00","1","1","1","0","0","0","0","1","0","1","0","0"
"14357","10","BLUE-00174","2015-02-05 02:48:04+00:00","9","0","0","0","0","0","0","1","0","1","0","0"
"14358","10","BLUE-00175","2014-12-10 02:34:07+00:00","1","1","1","0","0","1","1","1","1","1","0","0"
"14359","10","BLUE-00175","2015-01-07 14:02:45+00:00","5","0","0","0","0","0","0","1","0","1","0","0"
"14360","10","BLUE-00175","2015-02-04 14:18:14+00:00","9","1","0","0","0","1","0","1","0","1","0","0"
"14361","10","BLUE-00175","2015-03-04 16:01:49+00:00","13","1","0","0","0","1","0","1","1","1","0","0"
"14362","10","BLUE-00176","2014-12-10 02:13:22+00:00","1","0","0","1","0","0","0","0","0","0","1","To do the study"
"14363","10","BLUE-00176","2015-01-08 00:18:26+00:00","5","0","1","0","0","0","0","0","0","0","0","0"
"14364","10","BLUE-00176","2015-02-04 18:40:19+00:00","9","0","0","0","0","0","0","0","0","0","1","Gift cards"
"14365","10","BLUE-00177","2014-12-10 02:29:37+00:00","1","1","1","0","0","1","1","0","1","0","0","0"
"14366","10","BLUE-00177","2015-01-07 17:01:50+00:00","5","0","0","0","0","0","0","0","1","0","0","0"
"14367","10","BLUE-00177","2015-02-04 17:01:32+00:00","9","1","1","0","0","0","0","1","0","1","0","0"
"14368","10","BLUE-00177","2015-03-04 17:03:21+00:00","13","0","0","0","0","0","0","0","1","0","0","0"
"14369","10","BLUE-00178","2014-12-10 02:06:16+00:00","1","1","0","0","0","1","1","1","1","1","0","0"
"14370","10","BLUE-00178","2015-01-07 15:58:50+00:00","5","1","0","0","0","0","0","1","1","1","0","0"
"14371","10","BLUE-00178","2015-02-04 15:46:51+00:00","9","1","0","0","0","0","0","1","1","1","0","0"
"14372","10","BLUE-00178","2015-03-04 15:31:42+00:00","13","1","0","0","0","0","0","1","0","1","0","0"
"14373","10","BLUE-00179","2014-12-15 20:31:45+00:00","1","1","0","0","0","1","0","1","1","1","0","0"
"14374","10","BLUE-00179","2015-01-12 14:02:37+00:00","5","0","0","0","0","0","0","0","1","0","0","0"
"14375","10","BLUE-00179","2015-02-09 14:02:00+00:00","9","1","1","0","0","0","0","1","1","0","0","0"
"14376","10","BLUE-00179","2015-03-09 18:18:09+00:00","13","1","1","0","0","0","0","0","1","0","0","0"
"14377","10","BLUE-00180","2014-12-16 03:55:21+00:00","1","0","0","0","0","1","0","1","1","1","0","0"
"14378","10","BLUE-00181","2014-12-15 23:45:04+00:00","1","1","0","0","0","1","1","1","0","1","0","0"
"14379","10","BLUE-00183","2014-12-15 21:20:36+00:00","0","0","1","0","0","0","0","1","0","0","1","Craigslist"
"14380","10","BLUE-00183","2015-01-12 14:50:50+00:00","4","0","1","0","0","0","1","1","0","0","0","0"
"14381","10","BLUE-00183","2015-02-09 17:07:28+00:00","8","0","1","0","0","0","0","1","1","0","0","0"
"14382","10","BLUE-00183","2015-03-09 15:07:06+00:00","12","0","1","0","0","0","0","0","0","0","0","0"
"14383","10","BLUE-00184","2014-12-15 21:03:00+00:00","1","1","0","0","0","1","1","1","1","1","0","0"
"14384","10","BLUE-00185","2014-12-18 22:31:47+00:00","1","1","0","0","0","1","1","1","1","1","0","0"
"14385","10","BLUE-00185","2015-01-15 14:15:38+00:00","5","0","0","0","0","0","0","0","0","1","0","0"
"14386","10","BLUE-00185","2015-02-13 04:56:49+00:00","9","1","0","0","0","1","0","1","1","1","0","0"
"14387","10","BLUE-00186","2015-01-06 02:23:40+00:00","3","1","0","0","0","1","1","0","0","1","0","0"
"14388","10","BLUE-00186","2015-02-03 19:52:47+00:00","7","0","0","0","0","0","0","0","0","0","1","Running"
"14389","10","BLUE-00186","2015-03-03 17:46:19+00:00","11","0","0","0","0","0","1","0","0","0","0","0"
"14390","10","BLUE-00186","2015-03-31 22:32:49+00:00","15","0","0","0","0","0","0","0","0","1","0","0"
"14391","10","BLUE-00187","2015-01-11 03:37:38+00:00","2","0","0","0","0","0","0","0","0","1","0","0"
"14392","10","BLUE-00187","2015-02-09 04:10:01+00:00","6","0","0","0","0","0","0","0","0","1","0","0"
"14393","10","BLUE-00187","2015-03-09 13:16:22+00:00","10","0","0","0","0","0","0","0","0","0","1","Study"
"14394","10","BLUE-00189","2015-01-16 19:39:07+00:00","1","0","1","0","0","0","0","0","0","0","0","0"
"14395","10","BLUE-00189","2015-03-15 13:03:34+00:00","9","0","1","0","0","0","0","0","0","0","0","0"
"14396","10","BLUE-00191","2015-01-21 16:55:33+00:00","1","0","0","0","0","0","0","1","0","0","0","0"
"14397","10","BLUE-00191","2015-02-19 20:29:19+00:00","5","0","0","0","0","0","0","0","0","0","1","0"
